simulation_day,patients_treated,total_pfs_available,biomarker_group,group_patients_treated,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary,best_elapsed_pfs,best_ongoing_pfs
853,853,590,Medium,412,284,240.93309859154928,89.77076674168237,61.39156510818455,420.474632074914,467.0,466.0
853,853,590,High,196,114,332.12280701754383,122.09992573551091,87.92295554652202,576.3226584885656,714.0,475.0
854,854,591,Low,245,193,182.25906735751295,44.821000857585126,92.6170656423427,271.9010690726832,344.0,230.0
854,854,591,Medium,413,284,240.93309859154928,89.77076674168237,61.39156510818455,420.474632074914,467.0,467.0
854,854,591,High,196,114,332.12280701754383,122.09992573551091,87.92295554652202,576.3226584885656,714.0,476.0
855,855,593,Low,245,193,182.25906735751295,44.821000857585126,92.6170656423427,271.9010690726832,344.0,231.0
855,855,593,Medium,414,285,241.13684210526316,89.67856651848025,61.77970906830265,420.4939751422237,467.0,468.0
855,855,593,High,196,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,477.0
856,856,595,Low,245,194,182.51546391752578,44.84714705537537,92.82116980677503,272.2097580282765,344.0,221.0
856,856,595,Medium,414,286,241.5979020979021,89.86002289606662,61.87785630576886,421.3179478900354,467.0,469.0
856,856,595,High,197,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,478.0
857,857,596,Low,246,195,182.25641025641025,44.87744936239269,92.50151153162487,272.0113089811956,344.0,222.0
857,857,596,Medium,414,286,241.5979020979021,89.86002289606662,61.87785630576886,421.3179478900354,467.0,470.0
857,857,596,High,197,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,479.0
858,858,598,Low,246,197,181.86294416243655,44.909847307302584,92.04324954783138,271.6826387770417,344.0,223.0
858,858,598,Medium,415,286,241.5979020979021,89.86002289606662,61.87785630576886,421.3179478900354,467.0,471.0
858,858,598,High,197,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,480.0
859,859,599,Low,247,197,181.86294416243655,44.909847307302584,92.04324954783138,271.6826387770417,344.0,224.0
859,859,599,Medium,415,287,241.42857142857142,89.74864445115134,61.931282526268745,420.9258603308741,467.0,472.0
859,859,599,High,197,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,481.0
860,860,599,Low,248,197,181.86294416243655,44.909847307302584,92.04324954783138,271.6826387770417,344.0,225.0
860,860,599,Medium,415,287,241.42857142857142,89.74864445115134,61.931282526268745,420.9258603308741,467.0,473.0
860,860,599,High,197,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,482.0
861,861,600,Low,248,198,181.989898989899,44.83132401778599,92.32725095432701,271.652547025471,344.0,226.0
861,861,600,Medium,415,287,241.42857142857142,89.74864445115134,61.931282526268745,420.9258603308741,467.0,474.0
861,861,600,High,198,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,483.0
862,862,601,Low,249,199,182.0251256281407,44.7207313218253,92.5836629844901,271.4665882717913,344.0,227.0
862,862,601,Medium,415,287,241.42857142857142,89.74864445115134,61.931282526268745,420.9258603308741,467.0,475.0
862,862,601,High,198,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,484.0
863,863,601,Low,250,199,182.0251256281407,44.7207313218253,92.5836629844901,271.4665882717913,344.0,228.0
863,863,601,Medium,415,287,241.42857142857142,89.74864445115134,61.931282526268745,420.9258603308741,467.0,476.0
863,863,601,High,198,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,485.0
864,864,605,Low,250,201,182.24378109452735,44.62034596046787,93.0030891735916,271.4844730154631,344.0,205.0
864,864,605,Medium,415,289,241.88581314878894,90.4324723480391,61.020868452710744,422.75075784486717,467.0,477.0
864,864,605,High,199,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,486.0
865,865,606,Low,251,201,182.24378109452735,44.62034596046787,93.0030891735916,271.4844730154631,344.0,206.0
865,865,606,Medium,415,290,242.09655172413792,90.34718303786757,61.40218564840279,422.79091779987306,467.0,478.0
865,865,606,High,199,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,487.0
866,866,607,Low,251,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,173.0
866,866,607,Medium,416,290,242.09655172413792,90.34718303786757,61.40218564840279,422.79091779987306,467.0,479.0
866,866,607,High,199,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,488.0
867,867,607,Low,251,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,174.0
867,867,607,Medium,417,290,242.09655172413792,90.34718303786757,61.40218564840279,422.79091779987306,467.0,480.0
867,867,607,High,199,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,489.0
868,868,607,Low,251,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,175.0
868,868,607,Medium,417,290,242.09655172413792,90.34718303786757,61.40218564840279,422.79091779987306,467.0,481.0
868,868,607,High,200,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,490.0
869,869,608,Low,251,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,176.0
869,869,608,Medium,417,291,242.03780068728523,90.19684573184325,61.64410922359872,422.43149215097174,467.0,482.0
869,869,608,High,201,115,333.31304347826085,122.23147190111116,88.85009967603852,577.7759872804832,714.0,491.0
870,870,613,Low,252,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,177.0
870,870,613,Medium,417,293,241.4334470989761,90.18569033097255,61.06206643703101,421.80482776092117,467.0,483.0
870,870,613,High,201,118,333.97457627118644,120.76858295997683,92.43741035123278,575.5117421911401,714.0,492.0
871,871,614,Low,252,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,178.0
871,871,614,Medium,418,294,241.2721088435374,90.07414903972412,61.12381076408917,421.42040692298565,467.0,484.0
871,871,614,High,201,118,333.97457627118644,120.76858295997683,92.43741035123278,575.5117421911401,714.0,493.0
872,872,615,Low,252,202,182.36633663366337,44.54328160078365,93.27977343209606,271.45289983523065,344.0,179.0
872,872,615,Medium,419,295,241.69152542372882,90.20892094318161,61.2736835373656,422.109367310092,467.0,485.0
872,872,615,High,201,118,333.97457627118644,120.76858295997683,92.43741035123278,575.5117421911401,714.0,494.0
873,873,616,Low,252,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,180.0
873,873,616,Medium,420,295,241.69152542372882,90.20892094318161,61.2736835373656,422.109367310092,467.0,486.0
873,873,616,High,201,118,333.97457627118644,120.76858295997683,92.43741035123278,575.5117421911401,714.0,495.0
874,874,616,Low,252,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,181.0
874,874,616,Medium,420,295,241.69152542372882,90.20892094318161,61.2736835373656,422.109367310092,467.0,487.0
874,874,616,High,202,118,333.97457627118644,120.76858295997683,92.43741035123278,575.5117421911401,714.0,496.0
875,875,617,Low,252,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,182.0
875,875,617,Medium,421,295,241.69152542372882,90.20892094318161,61.2736835373656,422.109367310092,467.0,488.0
875,875,617,High,202,119,334.52941176470586,120.4079804445527,93.71345087560044,575.3453726538113,714.0,497.0
876,876,618,Low,252,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,183.0
876,876,618,Medium,422,296,242.25675675675674,90.57942458186243,61.09790759303189,423.4156059204816,467.0,489.0
876,876,618,High,202,119,334.52941176470586,120.4079804445527,93.71345087560044,575.3453726538113,714.0,498.0
877,877,618,Low,253,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,184.0
877,877,618,Medium,422,296,242.25675675675674,90.57942458186243,61.09790759303189,423.4156059204816,467.0,490.0
877,877,618,High,202,119,334.52941176470586,120.4079804445527,93.71345087560044,575.3453726538113,714.0,499.0
878,878,618,Low,253,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,185.0
878,878,618,Medium,423,296,242.25675675675674,90.57942458186243,61.09790759303189,423.4156059204816,467.0,491.0
878,878,618,High,202,119,334.52941176470586,120.4079804445527,93.71345087560044,575.3453726538113,714.0,500.0
879,879,622,Low,253,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,186.0
879,879,622,Medium,423,300,242.63,90.31357357510753,62.002852849784944,423.257147150215,467.0,492.0
879,879,622,High,203,119,334.52941176470586,120.4079804445527,93.71345087560044,575.3453726538113,714.0,501.0
880,880,624,Low,253,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,187.0
880,880,624,Medium,424,301,242.58471760797343,90.16634792983092,62.25202174831159,422.91741346763524,467.0,493.0
880,880,624,High,203,120,334.0,120.04116940842079,93.91766118315843,574.0823388168416,714.0,502.0
881,881,624,Low,253,203,182.13300492610838,44.55708369341905,93.01883753927028,271.2471723129465,344.0,188.0
881,881,624,Medium,425,301,242.58471760797343,90.16634792983092,62.25202174831159,422.91741346763524,467.0,494.0
881,881,624,High,203,120,334.0,120.04116940842079,93.91766118315843,574.0823388168416,714.0,503.0
882,882,625,Low,253,204,181.84803921568627,44.63316761455319,92.5817039865799,271.11437444479265,344.0,189.0
882,882,625,Medium,426,301,242.58471760797343,90.16634792983092,62.25202174831159,422.91741346763524,467.0,495.0
882,882,625,High,203,120,334.0,120.04116940842079,93.91766118315843,574.0823388168416,714.0,504.0
883,883,625,Low,253,204,181.84803921568627,44.63316761455319,92.5817039865799,271.11437444479265,344.0,190.0
883,883,625,Medium,427,301,242.58471760797343,90.16634792983092,62.25202174831159,422.91741346763524,467.0,496.0
883,883,625,High,203,120,334.0,120.04116940842079,93.91766118315843,574.0823388168416,714.0,505.0
884,884,627,Low,253,204,181.84803921568627,44.63316761455319,92.5817039865799,271.11437444479265,344.0,191.0
884,884,627,Medium,427,302,242.7019867549669,90.0395110540754,62.62296464681609,422.7810088631177,467.0,497.0
884,884,627,High,204,121,335.42148760330576,120.55826752142966,94.30495256044645,576.538022646165,714.0,408.0
885,885,628,Low,254,204,181.84803921568627,44.63316761455319,92.5817039865799,271.11437444479265,344.0,192.0
885,885,628,Medium,427,302,242.7019867549669,90.0395110540754,62.62296464681609,422.7810088631177,467.0,498.0
885,885,628,High,204,122,333.59016393442624,121.75111818166312,90.08792757110001,577.0924002977524,714.0,409.0
886,886,630,Low,254,205,181.42926829268293,44.92554976314485,91.57816876639323,271.28036781897265,344.0,193.0
886,886,630,Medium,428,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,499.0
886,886,630,High,204,122,333.59016393442624,121.75111818166312,90.08792757110001,577.0924002977524,714.0,410.0
887,887,631,Low,254,206,181.22815533980582,44.90870287209151,91.4107495956228,271.04556108398884,344.0,194.0
887,887,631,Medium,428,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,500.0
887,887,631,High,205,122,333.59016393442624,121.75111818166312,90.08792757110001,577.0924002977524,714.0,411.0
888,888,631,Low,255,206,181.22815533980582,44.90870287209151,91.4107495956228,271.04556108398884,344.0,195.0
888,888,631,Medium,428,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,501.0
888,888,631,High,205,122,333.59016393442624,121.75111818166312,90.08792757110001,577.0924002977524,714.0,412.0
889,889,631,Low,256,206,181.22815533980582,44.90870287209151,91.4107495956228,271.04556108398884,344.0,196.0
889,889,631,Medium,428,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,502.0
889,889,631,High,205,122,333.59016393442624,121.75111818166312,90.08792757110001,577.0924002977524,714.0,413.0
890,890,632,Low,256,206,181.22815533980582,44.90870287209151,91.4107495956228,271.04556108398884,344.0,197.0
890,890,632,Medium,429,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,503.0
890,890,632,High,205,123,333.5609756097561,121.25154359953484,91.05788841068642,576.0640628088258,714.0,414.0
891,891,633,Low,256,207,181.18840579710144,44.80321873047994,91.58196833614156,270.7948432580613,344.0,198.0
891,891,633,Medium,429,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,504.0
891,891,633,High,206,123,333.5609756097561,121.25154359953484,91.05788841068642,576.0640628088258,714.0,415.0
892,892,634,Low,257,208,181.20673076923077,44.69564875107892,91.81543326707293,270.5980282713886,344.0,199.0
892,892,634,Medium,429,303,242.78547854785478,89.9020632715521,62.98135200475059,422.58960509095897,467.0,505.0
892,892,634,High,206,123,333.5609756097561,121.25154359953484,91.05788841068642,576.0640628088258,714.0,416.0
893,893,635,Low,258,208,181.20673076923077,44.69564875107892,91.81543326707293,270.5980282713886,344.0,200.0
893,893,635,Medium,429,304,242.8815789473684,89.76922625809608,63.343126431176245,422.4200314635606,467.0,506.0
893,893,635,High,206,123,333.5609756097561,121.25154359953484,91.05788841068642,576.0640628088258,714.0,417.0
894,894,637,Low,258,209,181.25837320574163,44.59432784768676,92.06971751036811,270.4470289011152,344.0,201.0
894,894,637,Medium,429,305,243.47868852459015,90.22610690202382,63.026474720542524,423.9309023286378,467.0,507.0
894,894,637,High,207,123,333.5609756097561,121.25154359953484,91.05788841068642,576.0640628088258,714.0,418.0
895,895,639,Low,258,209,181.25837320574163,44.59432784768676,92.06971751036811,270.4470289011152,344.0,202.0
895,895,639,Medium,430,306,243.62091503267973,90.11242570281424,63.39606362705126,423.8457664383082,467.0,508.0
895,895,639,High,207,124,332.9758064516129,120.93332596357648,91.10915452445997,574.8424583787659,714.0,419.0
896,896,643,Low,258,210,181.04285714285714,44.5970054075294,91.84884632779834,270.23686795791593,344.0,203.0
896,896,643,Medium,430,308,243.4512987012987,89.84561984578883,63.76005900972103,423.14253839287636,467.0,509.0
896,896,643,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,420.0
897,897,644,Low,259,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,204.0
897,897,644,Medium,430,308,243.4512987012987,89.84561984578883,63.76005900972103,423.14253839287636,467.0,510.0
897,897,644,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,421.0
898,898,645,Low,260,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,205.0
898,898,645,Medium,430,309,243.3430420711974,89.71983155263192,63.90337896593357,422.78270517646126,467.0,511.0
898,898,645,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,422.0
899,899,645,Low,260,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,206.0
899,899,645,Medium,431,309,243.3430420711974,89.71983155263192,63.90337896593357,422.78270517646126,467.0,512.0
899,899,645,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,423.0
900,900,647,Low,260,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,207.0
900,900,647,Medium,432,311,243.5144694533762,89.55664426437069,64.40118092463482,422.6277579821176,467.0,513.0
900,900,647,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,424.0
901,901,647,Low,260,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,208.0
901,901,647,Medium,433,311,243.5144694533762,89.55664426437069,64.40118092463482,422.6277579821176,467.0,514.0
901,901,647,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,425.0
902,902,647,Low,261,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,209.0
902,902,647,Medium,433,311,243.5144694533762,89.55664426437069,64.40118092463482,422.6277579821176,467.0,515.0
902,902,647,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,426.0
903,903,647,Low,262,211,180.81042654028437,44.61861756740927,91.57319140546583,270.0476616751029,344.0,210.0
903,903,647,Medium,433,311,243.5144694533762,89.55664426437069,64.40118092463482,422.6277579821176,467.0,516.0
903,903,647,High,208,125,333.192,120.46895571192843,92.25408857614315,574.1299114238568,714.0,427.0
904,904,649,Low,262,212,180.6556603773585,44.569763367902695,91.5161336415531,269.7951871131639,344.0,211.0
904,904,649,Medium,433,311,243.5144694533762,89.55664426437069,64.40118092463482,422.6277579821176,467.0,517.0
904,904,649,High,209,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,428.0
905,905,650,Low,262,212,180.6556603773585,44.569763367902695,91.5161336415531,269.7951871131639,344.0,212.0
905,905,650,Medium,434,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,518.0
905,905,650,High,209,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,429.0
906,906,651,Low,263,213,180.57746478873239,44.47916471273249,91.6191353632674,269.5357942141974,344.0,213.0
906,906,651,Medium,434,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,519.0
906,906,651,High,209,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,430.0
907,907,651,Low,263,213,180.57746478873239,44.47916471273249,91.6191353632674,269.5357942141974,344.0,214.0
907,907,651,Medium,435,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,520.0
907,907,651,High,209,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,431.0
908,908,652,Low,263,214,180.19626168224298,44.72365629025381,90.74894910173536,269.6435742627506,344.0,215.0
908,908,652,Medium,435,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,521.0
908,908,652,High,210,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,432.0
909,909,652,Low,263,214,180.19626168224298,44.72365629025381,90.74894910173536,269.6435742627506,344.0,216.0
909,909,652,Medium,435,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,522.0
909,909,652,High,211,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,433.0
910,910,652,Low,263,214,180.19626168224298,44.72365629025381,90.74894910173536,269.6435742627506,344.0,217.0
910,910,652,Medium,435,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,523.0
910,910,652,High,212,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,434.0
911,911,652,Low,263,214,180.19626168224298,44.72365629025381,90.74894910173536,269.6435742627506,344.0,218.0
911,911,652,Medium,436,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,524.0
911,911,652,High,212,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,435.0
912,912,654,Low,263,216,180.4351851851852,44.60165251879584,91.23188014759351,269.63849022277685,344.0,216.0
912,912,654,Medium,437,312,243.39423076923077,89.43776707201273,64.51869662520531,422.26976491325627,467.0,525.0
912,912,654,High,212,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,436.0
913,913,656,Low,264,216,180.4351851851852,44.60165251879584,91.23188014759351,269.63849022277685,344.0,217.0
913,913,656,Medium,437,314,243.2484076433121,89.17281610245134,64.90277543840944,421.5940398482148,467.0,526.0
913,913,656,High,212,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,437.0
914,914,656,Low,264,216,180.4351851851852,44.60165251879584,91.23188014759351,269.63849022277685,344.0,218.0
914,914,656,Medium,437,314,243.2484076433121,89.17281610245134,64.90277543840944,421.5940398482148,467.0,527.0
914,914,656,High,213,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,438.0
915,915,656,Low,265,216,180.4351851851852,44.60165251879584,91.23188014759351,269.63849022277685,344.0,219.0
915,915,656,Medium,437,314,243.2484076433121,89.17281610245134,64.90277543840944,421.5940398482148,467.0,528.0
915,915,656,High,213,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,439.0
916,916,658,Low,266,216,180.4351851851852,44.60165251879584,91.23188014759351,269.63849022277685,344.0,220.0
916,916,658,Medium,437,316,243.48417721518987,89.0091652296348,65.46584675592027,421.5025076744595,467.0,529.0
916,916,658,High,213,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,440.0
917,917,659,Low,266,216,180.4351851851852,44.60165251879584,91.23188014759351,269.63849022277685,344.0,221.0
917,917,659,Medium,438,317,243.76971608832807,89.0135139305314,65.74268822726526,421.7967439493909,467.0,530.0
917,917,659,High,213,126,333.1507936507937,119.98700379359875,93.17678606359618,573.1248012379912,714.0,441.0
918,918,663,Low,266,217,180.14746543778801,44.69968105704795,90.74810332369212,269.5468275518839,344.0,222.0
918,918,663,Medium,439,319,243.8871473354232,88.7980171690645,66.29111299729422,421.48318167355217,467.0,531.0
918,918,663,High,213,127,331.3070866141732,121.30261985753631,88.70184689910059,573.9123263292458,714.0,442.0
919,919,663,Low,266,217,180.14746543778801,44.69968105704795,90.74810332369212,269.5468275518839,344.0,223.0
919,919,663,Medium,439,319,243.8871473354232,88.7980171690645,66.29111299729422,421.48318167355217,467.0,532.0
919,919,663,High,214,127,331.3070866141732,121.30261985753631,88.70184689910059,573.9123263292458,714.0,443.0
920,920,664,Low,266,217,180.14746543778801,44.69968105704795,90.74810332369212,269.5468275518839,344.0,224.0
920,920,664,Medium,439,320,244.5875,89.53953173289834,65.50843653420333,423.6665634657967,468.0,533.0
920,920,664,High,215,127,331.3070866141732,121.30261985753631,88.70184689910059,573.9123263292458,714.0,444.0
921,921,666,Low,266,217,180.14746543778801,44.69968105704795,90.74810332369212,269.5468275518839,344.0,225.0
921,921,666,Medium,439,321,245.18068535825546,90.02901477178796,65.12265581467955,425.2387149018314,468.0,534.0
921,921,666,High,216,128,331.2109375,120.82900342386968,89.55293065226064,572.8689443477393,714.0,445.0
922,922,669,Low,266,218,180.3119266055046,44.66262620672036,90.98667419206387,269.6371790189453,344.0,226.0
922,922,669,Medium,440,322,246.08074534161491,91.32813559273289,63.42447415614913,428.7370165270807,535.0,427.0
922,922,669,High,216,129,331.1085271317829,120.36171008607748,90.38510695962796,571.8319473039379,714.0,446.0
923,923,669,Low,266,218,180.3119266055046,44.66262620672036,90.98667419206387,269.6371790189453,344.0,227.0
923,923,669,Medium,440,322,246.08074534161491,91.32813559273289,63.42447415614913,428.7370165270807,535.0,428.0
923,923,669,High,217,129,331.1085271317829,120.36171008607748,90.38510695962796,571.8319473039379,714.0,447.0
924,924,669,Low,267,218,180.3119266055046,44.66262620672036,90.98667419206387,269.6371790189453,344.0,228.0
924,924,669,Medium,440,322,246.08074534161491,91.32813559273289,63.42447415614913,428.7370165270807,535.0,429.0
924,924,669,High,217,129,331.1085271317829,120.36171008607748,90.38510695962796,571.8319473039379,714.0,448.0
925,925,669,Low,267,218,180.3119266055046,44.66262620672036,90.98667419206387,269.6371790189453,344.0,229.0
925,925,669,Medium,441,322,246.08074534161491,91.32813559273289,63.42447415614913,428.7370165270807,535.0,430.0
925,925,669,High,217,129,331.1085271317829,120.36171008607748,90.38510695962796,571.8319473039379,714.0,449.0
926,926,669,Low,267,218,180.3119266055046,44.66262620672036,90.98667419206387,269.6371790189453,344.0,230.0
926,926,669,Medium,441,322,246.08074534161491,91.32813559273289,63.42447415614913,428.7370165270807,535.0,431.0
926,926,669,High,218,129,331.1085271317829,120.36171008607748,90.38510695962796,571.8319473039379,714.0,450.0
927,927,671,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,231.0
927,927,671,Medium,442,323,246.26315789473685,91.24512463073697,63.772908633262915,428.75340715621076,535.0,432.0
927,927,671,High,218,129,331.1085271317829,120.36171008607748,90.38510695962796,571.8319473039379,714.0,451.0
928,928,674,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,232.0
928,928,674,Medium,442,323,246.26315789473685,91.24512463073697,63.772908633262915,428.75340715621076,535.0,433.0
928,928,674,High,219,132,329.8863636363636,121.06509811076457,87.7561674148345,572.0165598578927,714.0,452.0
929,929,675,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,233.0
929,929,675,Medium,442,324,246.37654320987653,91.12662679269016,64.12328962449621,428.6297967952569,535.0,434.0
929,929,675,High,220,132,329.8863636363636,121.06509811076457,87.7561674148345,572.0165598578927,714.0,453.0
930,930,675,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,234.0
930,930,675,Medium,443,324,246.37654320987653,91.12662679269016,64.12328962449621,428.6297967952569,535.0,435.0
930,930,675,High,220,132,329.8863636363636,121.06509811076457,87.7561674148345,572.0165598578927,714.0,454.0
931,931,676,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,235.0
931,931,676,Medium,444,325,246.0123076923077,91.22252589557704,63.56725590115363,428.4573594834618,535.0,436.0
931,931,676,High,220,132,329.8863636363636,121.06509811076457,87.7561674148345,572.0165598578927,714.0,455.0
932,932,676,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,236.0
932,932,676,Medium,444,325,246.0123076923077,91.22252589557704,63.56725590115363,428.4573594834618,535.0,437.0
932,932,676,High,221,132,329.8863636363636,121.06509811076457,87.7561674148345,572.0165598578927,714.0,456.0
933,933,676,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,237.0
933,933,676,Medium,444,325,246.0123076923077,91.22252589557704,63.56725590115363,428.4573594834618,535.0,438.0
933,933,676,High,222,132,329.8863636363636,121.06509811076457,87.7561674148345,572.0165598578927,714.0,457.0
934,934,677,Low,267,219,180.07305936073058,44.70006213951248,90.67293508170562,269.4731836397556,344.0,238.0
934,934,677,Medium,445,325,246.0123076923077,91.22252589557704,63.56725590115363,428.4573594834618,535.0,439.0
934,934,677,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,458.0
935,935,680,Low,267,221,180.06787330316743,44.856639414333216,90.354594474501,269.7811521318339,344.0,203.0
935,935,680,Medium,446,326,246.2883435582822,91.21833310513041,63.85167734802138,428.72500976854303,535.0,440.0
935,935,680,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,459.0
936,936,682,Low,267,221,180.06787330316743,44.856639414333216,90.354594474501,269.7811521318339,344.0,204.0
936,936,682,Medium,447,328,245.7621951219512,92.20880193114152,61.344591259668164,430.17979898423425,535.0,441.0
936,936,682,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,460.0
937,937,682,Low,268,221,180.06787330316743,44.856639414333216,90.354594474501,269.7811521318339,344.0,205.0
937,937,682,Medium,447,328,245.7621951219512,92.20880193114152,61.344591259668164,430.17979898423425,535.0,442.0
937,937,682,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,461.0
938,938,682,Low,268,221,180.06787330316743,44.856639414333216,90.354594474501,269.7811521318339,344.0,206.0
938,938,682,Medium,448,328,245.7621951219512,92.20880193114152,61.344591259668164,430.17979898423425,535.0,443.0
938,938,682,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,462.0
939,939,682,Low,268,221,180.06787330316743,44.856639414333216,90.354594474501,269.7811521318339,344.0,207.0
939,939,682,Medium,449,328,245.7621951219512,92.20880193114152,61.344591259668164,430.17979898423425,535.0,444.0
939,939,682,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,463.0
940,940,683,Low,269,222,179.63063063063063,45.226714551277865,89.1772015280749,270.08405973318634,344.0,208.0
940,940,683,Medium,449,328,245.7621951219512,92.20880193114152,61.344591259668164,430.17979898423425,535.0,445.0
940,940,683,High,222,133,330.34586466165416,120.7220100637412,88.90184453417177,571.7898847891365,714.0,464.0
