simulation_day,patients_treated,total_pfs_available,biomarker_group,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary
1020,1000,759,Low,210.0,180.3047619047619,46.245470241804455,87.813821421153,272.79570238837084
1020,1000,759,Medium,390.0,263.0230769230769,88.87813777044174,85.26680138219345,440.77935246396044
1021,1000,760,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1021,1000,760,Low,210.0,180.3047619047619,46.245470241804455,87.813821421153,272.79570238837084
1021,1000,760,Medium,390.0,263.0230769230769,88.87813777044174,85.26680138219345,440.77935246396044
1022,1000,762,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1022,1000,762,Low,210.0,180.3047619047619,46.245470241804455,87.813821421153,272.79570238837084
1022,1000,762,Medium,392.0,263.0280612244898,88.6547181886057,85.71862484727842,440.3374976017012
1023,1000,762,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1023,1000,762,Low,210.0,180.3047619047619,46.245470241804455,87.813821421153,272.79570238837084
1023,1000,762,Medium,392.0,263.0280612244898,88.6547181886057,85.71862484727842,440.3374976017012
1024,1000,763,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1024,1000,763,Low,211.0,180.18009478672985,46.17075741192656,87.83857996287674,272.52160961058297
1024,1000,763,Medium,392.0,263.0280612244898,88.6547181886057,85.71862484727842,440.3374976017012
1025,1000,764,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1025,1000,764,Low,211.0,180.18009478672985,46.17075741192656,87.83857996287674,272.52160961058297
1025,1000,764,Medium,393.0,263.2773536895674,88.67938076334887,85.91859216286966,440.6361152162651
1026,1000,764,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1026,1000,764,Low,211.0,180.18009478672985,46.17075741192656,87.83857996287674,272.52160961058297
1026,1000,764,Medium,393.0,263.2773536895674,88.67938076334887,85.91859216286966,440.6361152162651
1027,1000,764,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1027,1000,764,Low,211.0,180.18009478672985,46.17075741192656,87.83857996287674,272.52160961058297
1027,1000,764,Medium,393.0,263.2773536895674,88.67938076334887,85.91859216286966,440.6361152162651
1028,1000,765,High,160.0,330.4625,106.23007471326052,118.00235057347894,542.922649426521
1028,1000,765,Low,211.0,180.18009478672985,46.17075741192656,87.83857996287674,272.52160961058297
1028,1000,765,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1029,1000,768,High,162.0,331.1296296296296,107.18499355478934,116.75964252005093,545.4996167392082
1029,1000,768,Low,212.0,180.16509433962264,46.06173591124127,88.0416225171401,272.2885661621052
1029,1000,768,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1030,1000,769,High,162.0,331.1296296296296,107.18499355478934,116.75964252005093,545.4996167392082
1030,1000,769,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1030,1000,769,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1031,1000,770,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1031,1000,770,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1031,1000,770,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1032,1000,770,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1032,1000,770,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1032,1000,770,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1033,1000,770,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1033,1000,770,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1033,1000,770,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1034,1000,770,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1034,1000,770,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1034,1000,770,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1035,1000,770,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1035,1000,770,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1035,1000,770,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1036,1000,770,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1036,1000,770,Low,213.0,180.28638497652582,45.98705368046079,88.31227761560424,272.26049233744743
1036,1000,770,Medium,394.0,263.2258883248731,88.57237657969199,86.08113516548912,440.3706414842571
1037,1000,772,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1037,1000,772,Low,214.0,179.87383177570092,46.27421804494481,87.3253956858113,272.4222678655905
1037,1000,772,Medium,395.0,263.01518987341774,88.55896410873422,85.89726165594931,440.13311809088617
1038,1000,772,High,163.0,331.3558282208589,106.89268190207046,117.57046441671795,545.1411920249998
1038,1000,772,Low,214.0,179.87383177570092,46.27421804494481,87.3253956858113,272.4222678655905
1038,1000,772,Medium,395.0,263.01518987341774,88.55896410873422,85.89726165594931,440.13311809088617
1039,1000,773,High,164.0,330.8658536585366,106.74886096662439,117.36813172528781,544.3635755917853
1039,1000,773,Low,214.0,179.87383177570092,46.27421804494481,87.3253956858113,272.4222678655905
1039,1000,773,Medium,395.0,263.01518987341774,88.55896410873422,85.89726165594931,440.13311809088617
1040,1000,774,High,164.0,330.8658536585366,106.74886096662439,117.36813172528781,544.3635755917853
1040,1000,774,Low,214.0,179.87383177570092,46.27421804494481,87.3253956858113,272.4222678655905
1040,1000,774,Medium,396.0,263.1439393939394,88.48389391388359,86.1761515661722,440.1117272217066
1041,1000,775,High,164.0,330.8658536585366,106.74886096662439,117.36813172528781,544.3635755917853
1041,1000,775,Low,215.0,180.1906976744186,46.39918129894006,87.39233507653849,272.98906027229873
1041,1000,775,Medium,396.0,263.1439393939394,88.48389391388359,86.1761515661722,440.1117272217066
1042,1000,775,High,164.0,330.8658536585366,106.74886096662439,117.36813172528781,544.3635755917853
1042,1000,775,Low,215.0,180.1906976744186,46.39918129894006,87.39233507653849,272.98906027229873
1042,1000,775,Medium,396.0,263.1439393939394,88.48389391388359,86.1761515661722,440.1117272217066
1043,1000,776,High,164.0,330.8658536585366,106.74886096662439,117.36813172528781,544.3635755917853
1043,1000,776,Low,216.0,180.3148148148148,46.32707745025391,87.66065991430699,272.9689697153226
1043,1000,776,Medium,396.0,263.1439393939394,88.48389391388359,86.1761515661722,440.1117272217066
1044,1000,778,High,166.0,330.84939759036143,106.31585972910126,118.21767813215891,543.481117048564
1044,1000,778,Low,216.0,180.3148148148148,46.32707745025391,87.66065991430699,272.9689697153226
1044,1000,778,Medium,396.0,263.1439393939394,88.48389391388359,86.1761515661722,440.1117272217066
1045,1000,778,High,166.0,330.84939759036143,106.31585972910126,118.21767813215891,543.481117048564
1045,1000,778,Low,216.0,180.3148148148148,46.32707745025391,87.66065991430699,272.9689697153226
1045,1000,778,Medium,396.0,263.1439393939394,88.48389391388359,86.1761515661722,440.1117272217066
1046,1000,780,High,167.0,332.3832335329341,107.83257529849399,116.71808293594614,548.0483841299222
1046,1000,780,Low,216.0,180.3148148148148,46.32707745025391,87.66065991430699,272.9689697153226
1046,1000,780,Medium,397.0,262.98488664987406,88.42890640611566,86.12707383764274,439.8426994621054
1047,1000,782,High,167.0,332.3832335329341,107.83257529849399,116.71808293594614,548.0483841299222
1047,1000,782,Low,217.0,179.963133640553,46.50914411630394,86.94484540794511,272.9814218731609
1047,1000,782,Medium,398.0,262.9070351758794,88.33112023385085,86.2447947081777,439.56927564358114
1048,1000,782,High,167.0,332.3832335329341,107.83257529849399,116.71808293594614,548.0483841299222
1048,1000,782,Low,217.0,179.963133640553,46.50914411630394,86.94484540794511,272.9814218731609
1048,1000,782,Medium,398.0,262.9070351758794,88.33112023385085,86.2447947081777,439.56927564358114
1049,1000,785,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1049,1000,785,Low,217.0,179.963133640553,46.50914411630394,86.94484540794511,272.9814218731609
1049,1000,785,Medium,399.0,262.70676691729324,88.3107335356884,86.08529984591644,439.32823398867004
1050,1000,785,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1050,1000,785,Low,217.0,179.963133640553,46.50914411630394,86.94484540794511,272.9814218731609
1050,1000,785,Medium,399.0,262.70676691729324,88.3107335356884,86.08529984591644,439.32823398867004
1051,1000,787,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1051,1000,787,Low,219.0,179.90867579908675,46.53607525922255,86.83652528064165,272.98082631753186
1051,1000,787,Medium,399.0,262.70676691729324,88.3107335356884,86.08529984591644,439.32823398867004
1052,1000,787,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1052,1000,787,Low,219.0,179.90867579908675,46.53607525922255,86.83652528064165,272.98082631753186
1052,1000,787,Medium,399.0,262.70676691729324,88.3107335356884,86.08529984591644,439.32823398867004
1053,1000,788,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1053,1000,788,Low,219.0,179.90867579908675,46.53607525922255,86.83652528064165,272.98082631753186
1053,1000,788,Medium,400.0,262.6025,88.22464771770007,86.15320456459989,439.05179543540015
1054,1000,789,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1054,1000,789,Low,219.0,179.90867579908675,46.53607525922255,86.83652528064165,272.98082631753186
1054,1000,789,Medium,401.0,262.73815461346635,88.15616124574636,86.42583212197363,439.0504771049591
1055,1000,789,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1055,1000,789,Low,219.0,179.90867579908675,46.53607525922255,86.83652528064165,272.98082631753186
1055,1000,789,Medium,401.0,262.73815461346635,88.15616124574636,86.42583212197363,439.0504771049591
1056,1000,790,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1056,1000,790,Low,220.0,180.0,46.44946190663056,87.10107618673888,272.89892381326115
1056,1000,790,Medium,401.0,262.73815461346635,88.15616124574636,86.42583212197363,439.0504771049591
1057,1000,791,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1057,1000,791,Low,221.0,180.07239819004525,46.35627061775113,87.35985695454299,272.7849394255475
1057,1000,791,Medium,401.0,262.73815461346635,88.15616124574636,86.42583212197363,439.0504771049591
1058,1000,791,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1058,1000,791,Low,221.0,180.07239819004525,46.35627061775113,87.35985695454299,272.7849394255475
1058,1000,791,Medium,401.0,262.73815461346635,88.15616124574636,86.42583212197363,439.0504771049591
1059,1000,791,High,169.0,333.4733727810651,108.14606883025192,117.18123512056127,549.765510441569
1059,1000,791,Low,221.0,180.07239819004525,46.35627061775113,87.35985695454299,272.7849394255475
1059,1000,791,Medium,401.0,262.73815461346635,88.15616124574636,86.42583212197363,439.0504771049591
1060,1000,794,High,170.0,333.7823529411765,107.9008680218778,117.9806168974209,549.5840889849321
1060,1000,794,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1060,1000,794,Medium,402.0,263.05970149253733,88.2818904840729,86.49592052439152,439.62348246068314
1061,1000,794,High,170.0,333.7823529411765,107.9008680218778,117.9806168974209,549.5840889849321
1061,1000,794,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1061,1000,794,Medium,402.0,263.05970149253733,88.2818904840729,86.49592052439152,439.62348246068314
1062,1000,795,High,170.0,333.7823529411765,107.9008680218778,117.9806168974209,549.5840889849321
1062,1000,795,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1062,1000,795,Medium,403.0,262.9528535980149,88.19810503568924,86.5566435266364,439.34906366939333
1063,1000,796,High,170.0,333.7823529411765,107.9008680218778,117.9806168974209,549.5840889849321
1063,1000,796,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1063,1000,796,Medium,404.0,262.9777227722772,88.09002838294789,86.79766600638143,439.15777953817303
1064,1000,797,High,171.0,335.7134502923977,110.50698564728381,114.69947899783006,556.7274215869653
1064,1000,797,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1064,1000,797,Medium,404.0,262.9777227722772,88.09002838294789,86.79766600638143,439.15777953817303
1065,1000,798,High,171.0,335.7134502923977,110.50698564728381,114.69947899783006,556.7274215869653
1065,1000,798,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1065,1000,798,Medium,405.0,262.67654320987657,88.18947068951188,86.29760183085281,439.0554845889003
1066,1000,800,High,171.0,335.7134502923977,110.50698564728381,114.69947899783006,556.7274215869653
1066,1000,800,Low,222.0,180.21621621621622,46.300885990839824,87.61444423453658,272.8179881978959
1066,1000,800,Medium,407.0,262.4275184275184,88.08389434420694,86.25972973910453,438.5953071159323
1067,1000,801,High,171.0,335.7134502923977,110.50698564728381,114.69947899783006,556.7274215869653
1067,1000,801,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1067,1000,801,Medium,407.0,262.4275184275184,88.08389434420694,86.25972973910453,438.5953071159323
1068,1000,802,High,171.0,335.7134502923977,110.50698564728381,114.69947899783006,556.7274215869653
1068,1000,802,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1068,1000,802,Medium,408.0,262.04411764705884,88.31581711413021,85.41248341879842,438.6757518753193
1069,1000,803,High,172.0,335.97093023255815,110.23512496358771,115.50068030538273,556.4411801597336
1069,1000,803,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1069,1000,803,Medium,408.0,262.04411764705884,88.31581711413021,85.41248341879842,438.6757518753193
1070,1000,803,High,172.0,335.97093023255815,110.23512496358771,115.50068030538273,556.4411801597336
1070,1000,803,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1070,1000,803,Medium,408.0,262.04411764705884,88.31581711413021,85.41248341879842,438.6757518753193
1071,1000,803,High,172.0,335.97093023255815,110.23512496358771,115.50068030538273,556.4411801597336
1071,1000,803,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1071,1000,803,Medium,408.0,262.04411764705884,88.31581711413021,85.41248341879842,438.6757518753193
1072,1000,805,High,173.0,337.2369942196532,111.16851034910174,114.89997352144971,559.5740149178566
1072,1000,805,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1072,1000,805,Medium,409.0,262.07823960880194,88.21021983403023,85.65779994074148,438.4986792768624
1073,1000,808,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1073,1000,808,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1073,1000,808,Medium,411.0,262.19951338199513,88.08974968611629,86.02001400976255,438.3790127542277
1074,1000,809,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1074,1000,809,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1074,1000,809,Medium,412.0,261.99029126213594,88.08495071793283,85.82038982627029,438.1601926980016
1075,1000,810,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1075,1000,810,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1075,1000,810,Medium,413.0,261.9370460048426,87.9846406939805,85.96776461688162,437.90632739280363
1076,1000,811,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1076,1000,811,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1076,1000,811,Medium,414.0,261.77294685990336,87.9414654681168,85.89001592366975,437.65587779613696
1077,1000,812,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1077,1000,812,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1077,1000,812,Medium,415.0,261.97831325301206,87.93476947793945,86.10877429713315,437.84785220889097
1078,1000,813,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1078,1000,813,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1078,1000,813,Medium,416.0,262.06971153846155,87.84854132499095,86.37262888847965,437.76679418844344
1079,1000,813,High,174.0,337.67241379310343,110.99545185667856,115.68151007974632,559.6633175064605
1079,1000,813,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1079,1000,813,Medium,416.0,262.06971153846155,87.84854132499095,86.37262888847965,437.76679418844344
1080,1000,815,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1080,1000,815,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1080,1000,815,Medium,417.0,262.3836930455636,87.97684093633005,86.43001117290348,438.33737491822365
1081,1000,816,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1081,1000,816,Low,223.0,180.18385650224215,46.19901435531647,87.78582779160921,272.5818852128751
1081,1000,816,Medium,418.0,262.44976076555025,87.88167111206197,86.68641854142632,438.2131029896742
1082,1000,817,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1082,1000,817,Low,224.0,180.02232142857142,46.15867001880781,87.7049813909558,272.33966146618707
1082,1000,817,Medium,418.0,262.44976076555025,87.88167111206197,86.68641854142632,438.2131029896742
1083,1000,817,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1083,1000,817,Low,224.0,180.02232142857142,46.15867001880781,87.7049813909558,272.33966146618707
1083,1000,817,Medium,418.0,262.44976076555025,87.88167111206197,86.68641854142632,438.2131029896742
1084,1000,819,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1084,1000,819,Low,224.0,180.02232142857142,46.15867001880781,87.7049813909558,272.33966146618707
1084,1000,819,Medium,420.0,262.6333333333333,87.76459527945438,87.10414277442456,438.1625238922421
1085,1000,819,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1085,1000,819,Low,224.0,180.02232142857142,46.15867001880781,87.7049813909558,272.33966146618707
1085,1000,819,Medium,420.0,262.6333333333333,87.76459527945438,87.10414277442456,438.1625238922421
1086,1000,819,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1086,1000,819,Low,224.0,180.02232142857142,46.15867001880781,87.7049813909558,272.33966146618707
1086,1000,819,Medium,420.0,262.6333333333333,87.76459527945438,87.10414277442456,438.1625238922421
1087,1000,820,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1087,1000,820,Low,224.0,180.02232142857142,46.15867001880781,87.7049813909558,272.33966146618707
1087,1000,820,Medium,421.0,262.44893111638953,87.7416683335233,86.96559444934294,437.93226778343615
1088,1000,822,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1088,1000,822,Low,225.0,179.9911111111111,46.05790136098014,87.87530838915083,272.1069138330714
1088,1000,822,Medium,422.0,262.4952606635071,87.64256781068036,87.21012504214639,437.78039628486783
1089,1000,823,High,175.0,338.18857142857144,110.88646925589889,116.41563291677366,559.9615099403692
1089,1000,823,Low,225.0,179.9911111111111,46.05790136098014,87.87530838915083,272.1069138330714
1089,1000,823,Medium,423.0,262.4420803782506,87.5454970539864,87.35108627027779,437.53307448622337
1090,1000,825,High,176.0,339.35795454545456,111.65222661367847,116.05350131809763,562.6624077728115
1090,1000,825,Low,225.0,179.9911111111111,46.05790136098014,87.87530838915083,272.1069138330714
1090,1000,825,Medium,424.0,262.7641509433962,87.69308200439015,87.3779869346159,438.1503149521765
1091,1000,825,High,176.0,339.35795454545456,111.65222661367847,116.05350131809763,562.6624077728115
1091,1000,825,Low,225.0,179.9911111111111,46.05790136098014,87.87530838915083,272.1069138330714
1091,1000,825,Medium,424.0,262.7641509433962,87.69308200439015,87.3779869346159,438.1503149521765
1092,1000,827,High,176.0,339.35795454545456,111.65222661367847,116.05350131809763,562.6624077728115
1092,1000,827,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1092,1000,827,Medium,425.0,263.17411764705884,87.99642353493101,87.18127057719681,439.16696471692086
1093,1000,827,High,176.0,339.35795454545456,111.65222661367847,116.05350131809763,562.6624077728115
1093,1000,827,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1093,1000,827,Medium,425.0,263.17411764705884,87.99642353493101,87.18127057719681,439.16696471692086
1094,1000,830,High,177.0,338.03954802259886,112.70780613351909,112.6239357555607,563.455160289637
1094,1000,830,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1094,1000,830,Medium,427.0,263.04683840749414,87.84991821084543,87.34700198580327,438.746674829185
1095,1000,830,High,177.0,338.03954802259886,112.70780613351909,112.6239357555607,563.455160289637
1095,1000,830,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1095,1000,830,Medium,427.0,263.04683840749414,87.84991821084543,87.34700198580327,438.746674829185
1096,1000,831,High,177.0,338.03954802259886,112.70780613351909,112.6239357555607,563.455160289637
1096,1000,831,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1096,1000,831,Medium,428.0,263.0724299065421,87.74858639176966,87.57525712300276,438.5696026900814
1097,1000,832,High,177.0,338.03954802259886,112.70780613351909,112.6239357555607,563.455160289637
1097,1000,832,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1097,1000,832,Medium,429.0,262.7365967365967,87.92160425059485,86.893388235407,438.57980523778645
1098,1000,832,High,177.0,338.03954802259886,112.70780613351909,112.6239357555607,563.455160289637
1098,1000,832,Low,226.0,179.80973451327435,46.03625714026671,87.73722023274092,271.8822487938078
1098,1000,832,Medium,429.0,262.7365967365967,87.92160425059485,86.893388235407,438.57980523778645
1099,1000,835,High,178.0,337.9157303370786,112.40111123852685,113.11350786002492,562.7179528141323
1099,1000,835,Low,227.0,179.71806167400882,45.95505480045685,87.80795207309512,271.6281712749225
1099,1000,835,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1100,1000,835,High,178.0,337.9157303370786,112.40111123852685,113.11350786002492,562.7179528141323
1100,1000,835,Low,227.0,179.71806167400882,45.95505480045685,87.80795207309512,271.6281712749225
1100,1000,835,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1101,1000,836,High,178.0,337.9157303370786,112.40111123852685,113.11350786002492,562.7179528141323
1101,1000,836,Low,228.0,179.65350877192984,45.864079366978885,87.92535003797207,271.3816675058876
1101,1000,836,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1102,1000,837,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1102,1000,837,Low,228.0,179.65350877192984,45.864079366978885,87.92535003797207,271.3816675058876
1102,1000,837,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1103,1000,837,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1103,1000,837,Low,228.0,179.65350877192984,45.864079366978885,87.92535003797207,271.3816675058876
1103,1000,837,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1104,1000,838,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1104,1000,838,Low,229.0,179.96069868995633,45.998886632607906,87.96292542474052,271.9584719551722
1104,1000,838,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1105,1000,839,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1105,1000,839,Low,230.0,179.83478260869566,45.93805026057294,87.95868208754978,271.71088312984153
1105,1000,839,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1106,1000,839,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1106,1000,839,Low,230.0,179.83478260869566,45.93805026057294,87.95868208754978,271.71088312984153
1106,1000,839,Medium,430.0,262.77441860465115,87.82257381944528,87.12927096576058,438.4195662435417
1107,1000,840,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1107,1000,840,Low,230.0,179.83478260869566,45.93805026057294,87.95868208754978,271.71088312984153
1107,1000,840,Medium,431.0,263.0580046403712,87.91774101839013,87.22252260359096,438.8934866771515
1108,1000,840,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1108,1000,840,Low,230.0,179.83478260869566,45.93805026057294,87.95868208754978,271.71088312984153
1108,1000,840,Medium,431.0,263.0580046403712,87.91774101839013,87.22252260359096,438.8934866771515
1109,1000,842,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1109,1000,842,Low,230.0,179.83478260869566,45.93805026057294,87.95868208754978,271.71088312984153
1109,1000,842,Medium,433.0,263.57505773672057,88.08252930653168,87.4099991236572,439.74011634978393
1110,1000,843,High,179.0,337.1564245810056,112.54436378980702,112.06769700139154,562.2451521606197
1110,1000,843,Low,230.0,179.83478260869566,45.93805026057294,87.95868208754978,271.71088312984153
1110,1000,843,Medium,434.0,263.778801843318,88.08308544896725,87.61263094538347,439.9449727412525
1111,1000,845,High,180.0,336.31666666666666,112.79365027296281,110.72936612074105,561.9039672125923
1111,1000,845,Low,231.0,179.78787878787878,45.84361915964759,88.1006404685836,271.47511710717396
1111,1000,845,Medium,434.0,263.778801843318,88.08308544896725,87.61263094538347,439.9449727412525
1112,1000,846,High,180.0,336.31666666666666,112.79365027296281,110.72936612074105,561.9039672125923
1112,1000,846,Low,231.0,179.78787878787878,45.84361915964759,88.1006404685836,271.47511710717396
1112,1000,846,Medium,435.0,263.5655172413793,88.09393398249934,87.37764927638065,439.75338520637797
1113,1000,847,High,180.0,336.31666666666666,112.79365027296281,110.72936612074105,561.9039672125923
1113,1000,847,Low,232.0,179.72844827586206,45.75323858342456,88.22197110901294,271.2349254427112
1113,1000,847,Medium,435.0,263.5655172413793,88.09393398249934,87.37764927638065,439.75338520637797
1114,1000,848,High,180.0,336.31666666666666,112.79365027296281,110.72936612074105,561.9039672125923
1114,1000,848,Low,233.0,179.46351931330472,45.83327826134342,87.79696279061787,271.13007583599153
1114,1000,848,Medium,435.0,263.5655172413793,88.09393398249934,87.37764927638065,439.75338520637797
1115,1000,848,High,180.0,336.31666666666666,112.79365027296281,110.72936612074105,561.9039672125923
1115,1000,848,Low,233.0,179.46351931330472,45.83327826134342,87.79696279061787,271.13007583599153
1115,1000,848,Medium,435.0,263.5655172413793,88.09393398249934,87.37764927638065,439.75338520637797
1116,1000,849,High,180.0,336.31666666666666,112.79365027296281,110.72936612074105,561.9039672125923
1116,1000,849,Low,233.0,179.46351931330472,45.83327826134342,87.79696279061787,271.13007583599153
1116,1000,849,Medium,436.0,263.41743119266056,88.04693141862829,87.32356835540398,439.51129402991717
1117,1000,850,High,181.0,335.48618784530385,113.03345658770468,109.41927466989449,561.5531010207133
1117,1000,850,Low,233.0,179.46351931330472,45.83327826134342,87.79696279061787,271.13007583599153
1117,1000,850,Medium,436.0,263.41743119266056,88.04693141862829,87.32356835540398,439.51129402991717
1118,1000,851,High,181.0,335.48618784530385,113.03345658770468,109.41927466989449,561.5531010207133
1118,1000,851,Low,233.0,179.46351931330472,45.83327826134342,87.79696279061787,271.13007583599153
1118,1000,851,Medium,437.0,263.6064073226545,88.03458325431158,87.53724081403132,439.6755738312777
1119,1000,852,High,181.0,335.48618784530385,113.03345658770468,109.41927466989449,561.5531010207133
1119,1000,852,Low,234.0,179.92735042735043,46.28192042920075,87.36350956894893,272.49119128575194
